location,location_type,country,state_province,district_county_municipality,city,alt_name1,alt_name2
Colombia-Bogota-Kennedy_Americas,municipality,Colombia,Bogota,Kennedy_Americas,NA,NA,NA
Colombia-Bogota-Kennedy_Kennedy_Central,municipality,Colombia,Bogota,Kennedy_Kennedy_Central,NA,NA,NA
Colombia-Bogota-Tunjuelito_Tunjuelito,municipality,Colombia,Bogota,Tunjuelito_Tunjuelito,NA,NA,NA
Colombia-Bogota-Ciudad_Bolivar_San_Francisco,municipality,Colombia,Bogota,Ciudad_Bolivar_San_Francisco,NA,NA,NA
Colombia-Bogota-Engativa_Engativa,municipality,Colombia,Bogota,Engativa_Engativa,NA,NA,NA
Colombia-Bogota-Fontibon_Fontibon,municipality,Colombia,Bogota,Fontibon_Fontibon,NA,NA,NA
Colombia-Bogota-Bosa_Bosa_Central,municipality,Colombia,Bogota,Bosa_Bosa_Central,NA,NA,NA
Colombia-Bogota-Bosa_Tintal_Sur,municipality,Colombia,Bogota,Bosa_Tintal_Sur,NA,NA,NA
Colombia-Bogota-La_Candelaria_La_Candelaria,municipality,Colombia,Bogota,La_Candelaria_La_Candelaria,NA,NA,NA
Colombia-Bogota-Chapinero_Chico_Lago,municipality,Colombia,Bogota,Chapinero_Chico_Lago,NA,NA,NA
Colombia-Bogota-Chapinero_Chapinero,municipality,Colombia,Bogota,Chapinero_Chapinero,NA,NA,NA
Colombia-Bogota-Teusaquillo_Teusaquillo,municipality,Colombia,Bogota,Teusaquillo_Teusaquillo,NA,NA,NA
Colombia-Bogota-Teusaquillo_La_Esmeralda,municipality,Colombia,Bogota,Teusaquillo_La_Esmeralda,NA,NA,NA
Colombia-Bogota-Teusaquillo_Quinta_Paredes,municipality,Colombia,Bogota,Teusaquillo_Quinta_Paredes,NA,NA,NA
Colombia-Bogota-Teusaquillo_Ciudad_Salitre_Oriental,municipality,Colombia,Bogota,Teusaquillo_Ciudad_Salitre_Oriental,NA,NA,NA
Colombia-Sucre-Tolu,municipality,Colombia,Sucre,Tolu,NA,70820,NA
Colombia-Sucre-Toluviejo,municipality,Colombia,Sucre,Toluviejo,NA,70823,NA
Colombia-Tolima-Armero_Guayabal,municipality,Colombia,Tolima,Armero_Guayabal,NA,73055,NA
Colombia-unknown-unknown,municipality,Colombia,unknown,unknown,NA,NA,NA
Colombia-Valle,province,Colombia,Valle,NA,NA,NA,NA
Colombia-Bolivar,province,Colombia,Bolivar,NA,NA,NA,NA
Colombia-Norte_Santander,province,Colombia,NorteSantander,NA,NA,NA,NA
Colombia-Barranquilla,province,Colombia,Barranquilla,NA,NA,NA,NA
Colombia-Huila,province,Colombia,Huila,NA,NA,NA,NA
Colombia-Santander,province,Colombia,Santander,NA,NA,NA,NA
Colombia-Cordoba,province,Colombia,Cordoba,NA,NA,NA,NA
Colombia-Meta,province,Colombia,Meta,NA,NA,NA,NA
Colombia-Tolima,province,Colombia,Tolima,NA,NA,NA,NA
Colombia-Atlantico,province,Colombia,Atlantico,NA,NA,NA,NA
Colombia-Cesar,province,Colombia,Cesar,NA,NA,NA,NA
Colombia-Antioquia,province,Colombia,Antioquia,NA,NA,NA,NA
Colombia-Casanare,province,Colombia,Casanare,NA,NA,NA,NA
Colombia-Santa_Marta,province,Colombia,SantaMarta,NA,NA,NA,NA
Colombia-Sucre,province,Colombia,Sucre,NA,NA,NA,NA
Colombia-Magdalena,province,Colombia,Magdalena,NA,NA,NA,NA
Colombia-Bogota,province,Colombia,Bogota,NA,NA,NA,NA
Colombia-Caqueta,province,Colombia,Caqueta,NA,NA,NA,NA
Colombia-Cundinamarca,province,Colombia,Cundinamarca,NA,NA,NA,NA
Colombia-Arauca,province,Colombia,Arauca,NA,NA,NA,NA
Colombia-Guajira,province,Colombia,Guajira,NA,NA,NA,NA
Colombia-Risaralda,province,Colombia,Risaralda,NA,NA,NA,NA
Colombia-Putumayo,province,Colombia,Putumayo,NA,NA,NA,NA
Colombia-Cartagena,province,Colombia,Cartagena,NA,NA,NA,NA
Colombia-Cauca,province,Colombia,Cauca,NA,NA,NA,NA
Colombia-Quindio,province,Colombia,Quindio,NA,NA,NA,NA
Colombia-Caldas,province,Colombia,Caldas,NA,NA,NA,NA
Colombia-Amazonas,province,Colombia,Amazonas,NA,NA,NA,NA
Colombia-Boyaca,province,Colombia,Boyaca,NA,NA,NA,NA
Colombia-San_Andres,province,Colombia,San_Andra,NA,NA,NA,NA
Colombia-Buenaventura,province,Colombia,Buenaventura,NA,NA,NA,NA
Colombia-Narino,province,Colombia,Narino,NA,NA,NA,NA
Colombia-Guaviare,province,Colombia,Guaviare,NA,NA,NA,NA
Colombia-Vichada,province,Colombia,Vichada,NA,NA,NA,NA
Colombia-Choco,province,Colombia,Choco,NA,NA,NA,NA
Colombia-Vaupes,province,Colombia,Vaupa,NA,NA,NA,NA
Colombia-Guainia,province,Colombia,Guainia,NA,NA,NA,NA
Colombia-Exterior,province,Colombia,Exterior,NA,NA,NA,NA
Colombia-unknown,province,Colombia,Unknown,NA,NA,NA,NA
Colombia-desconocido,province,Colombia,desconocido,NA,NA,NA,NA
